  0.00000000E+00 -0.18399287E+02
  0.15893182E-01 -0.18398452E+02
  0.31786364E-01 -0.18396857E+02
  0.47679546E-01 -0.18394501E+02
  0.63572728E-01 -0.18391382E+02
  0.79465909E-01 -0.18387499E+02
  0.95359091E-01 -0.18382853E+02
  0.11125227E+00 -0.18377445E+02
  0.12714546E+00 -0.18371278E+02
  0.14303864E+00 -0.18364354E+02
  0.15893182E+00 -0.18356680E+02
  0.17482500E+00 -0.18348262E+02
  0.19071818E+00 -0.18339110E+02
  0.20661136E+00 -0.18329234E+02
  0.22250455E+00 -0.18318648E+02
  0.23839773E+00 -0.18307365E+02
  0.25429091E+00 -0.18295402E+02
  0.27018409E+00 -0.18282774E+02
  0.28607727E+00 -0.18269500E+02
  0.30197046E+00 -0.18255598E+02
  0.31786364E+00 -0.18241086E+02
  0.33375682E+00 -0.18225982E+02
  0.34965000E+00 -0.18210307E+02
  0.36554318E+00 -0.18194079E+02
  0.38143637E+00 -0.18177316E+02
  0.39732955E+00 -0.18160039E+02
  0.41322273E+00 -0.18142266E+02
  0.42911591E+00 -0.18124017E+02
  0.44500909E+00 -0.18105311E+02
  0.46090227E+00 -0.18086170E+02
  0.47679546E+00 -0.18066615E+02
  0.49268864E+00 -0.18046669E+02
  0.50858182E+00 -0.18026355E+02
  0.52447500E+00 -0.18005698E+02
  0.54036818E+00 -0.17984725E+02
  0.55626137E+00 -0.17963756E+02
  0.57215455E+00 -0.17945111E+02
  0.58804773E+00 -0.17926412E+02
  0.60394091E+00 -0.17907691E+02
  0.61983409E+00 -0.17889007E+02
  0.63572728E+00 -0.17870427E+02
  0.65162046E+00 -0.17852034E+02
  0.66751364E+00 -0.17833927E+02
  0.68340682E+00 -0.17816233E+02
  0.69930000E+00 -0.17799114E+02
  0.71519318E+00 -0.17782787E+02
  0.73108637E+00 -0.17767543E+02
  0.74697955E+00 -0.17753777E+02
  0.76287273E+00 -0.17742014E+02
  0.77876591E+00 -0.17732908E+02
  0.79465909E+00 -0.17727169E+02
  0.81055228E+00 -0.17725367E+02
  0.82636841E+00 -0.17727169E+02
  0.84218454E+00 -0.17732908E+02
  0.85800067E+00 -0.17742014E+02
  0.87381680E+00 -0.17753777E+02
  0.88963294E+00 -0.17767543E+02
  0.90544907E+00 -0.17782787E+02
  0.92126520E+00 -0.17799114E+02
  0.93708133E+00 -0.17816233E+02
  0.95289747E+00 -0.17833927E+02
  0.96871360E+00 -0.17852034E+02
  0.98452973E+00 -0.17870428E+02
  0.10003459E+01 -0.17889007E+02
  0.10161620E+01 -0.17907691E+02
  0.10319781E+01 -0.17926412E+02
  0.10477943E+01 -0.17945112E+02
  0.10636104E+01 -0.17963761E+02
  0.10794265E+01 -0.17984726E+02
  0.10952427E+01 -0.18005699E+02
  0.11110588E+01 -0.18026356E+02
  0.11268749E+01 -0.18046670E+02
  0.11426911E+01 -0.18066616E+02
  0.11585072E+01 -0.18086171E+02
  0.11743233E+01 -0.18105312E+02
  0.11901394E+01 -0.18124018E+02
  0.12059556E+01 -0.18142267E+02
  0.12217717E+01 -0.18160040E+02
  0.12375878E+01 -0.18177317E+02
  0.12534040E+01 -0.18194079E+02
  0.12692201E+01 -0.18210308E+02
  0.12850362E+01 -0.18225983E+02
  0.13008524E+01 -0.18241086E+02
  0.13166685E+01 -0.18255598E+02
  0.13324846E+01 -0.18269500E+02
  0.13483008E+01 -0.18282774E+02
  0.13641169E+01 -0.18295402E+02
  0.13799330E+01 -0.18307365E+02
  0.13957492E+01 -0.18318648E+02
  0.14115653E+01 -0.18329234E+02
  0.14273814E+01 -0.18339110E+02
  0.14431976E+01 -0.18348262E+02
  0.14590137E+01 -0.18356680E+02
  0.14748298E+01 -0.18364354E+02
  0.14906460E+01 -0.18371278E+02
  0.15064621E+01 -0.18377446E+02
  0.15222782E+01 -0.18382853E+02
  0.15380944E+01 -0.18387499E+02
  0.15539105E+01 -0.18391382E+02
  0.15697266E+01 -0.18394501E+02
