  0.00000000E+00 -0.20529662E+02  0.79106406E+00
  0.15893182E-01 -0.20529209E+02  0.79109315E+00
  0.31786364E-01 -0.20527924E+02  0.79116922E+00
  0.47679546E-01 -0.20525809E+02  0.79129137E+00
  0.63572728E-01 -0.20522865E+02  0.79145821E+00
  0.79465909E-01 -0.20519097E+02  0.79166791E+00
  0.95359091E-01 -0.20514508E+02  0.79191826E+00
  0.11125227E+00 -0.20509105E+02  0.79220674E+00
  0.12714546E+00 -0.20502892E+02  0.79253058E+00
  0.14303864E+00 -0.20495876E+02  0.79288683E+00
  0.15893182E+00 -0.20488062E+02  0.79327248E+00
  0.17482500E+00 -0.20479459E+02  0.79368450E+00
  0.19071818E+00 -0.20470074E+02  0.79411999E+00
  0.20661136E+00 -0.20459914E+02  0.79457620E+00
  0.22250455E+00 -0.20448989E+02  0.79505065E+00
  0.23839773E+00 -0.20437307E+02  0.79554120E+00
  0.25429091E+00 -0.20424879E+02  0.79604610E+00
  0.27018409E+00 -0.20411714E+02  0.79656409E+00
  0.28607727E+00 -0.20397823E+02  0.79709438E+00
  0.30197046E+00 -0.20383220E+02  0.79763677E+00
  0.31786364E+00 -0.20367918E+02  0.79819158E+00
  0.33375682E+00 -0.20351933E+02  0.79875975E+00
  0.34965000E+00 -0.20335281E+02  0.79934275E+00
  0.36554318E+00 -0.20317981E+02  0.79994265E+00
  0.38143637E+00 -0.20300054E+02  0.80056201E+00
  0.39732955E+00 -0.20281526E+02  0.80120388E+00
  0.41322273E+00 -0.20262422E+02  0.80187176E+00
  0.42911591E+00 -0.20242773E+02  0.80256948E+00
  0.44500909E+00 -0.20222615E+02  0.80330117E+00
  0.46090227E+00 -0.20201985E+02  0.80407113E+00
  0.47679546E+00 -0.20180928E+02  0.80488374E+00
  0.49268864E+00 -0.20159494E+02  0.80574334E+00
  0.50858182E+00 -0.20137739E+02  0.80665410E+00
  0.52447500E+00 -0.20115726E+02  0.80761984E+00
  0.54036818E+00 -0.20093527E+02  0.80864387E+00
  0.55626137E+00 -0.20071223E+02  0.80972872E+00
  0.57215455E+00 -0.20048907E+02  0.81087594E+00
  0.58804773E+00 -0.20026683E+02  0.81208571E+00
  0.60394091E+00 -0.20004668E+02  0.81335643E+00
  0.61983409E+00 -0.19982997E+02  0.81468424E+00
  0.63572728E+00 -0.19961822E+02  0.81606234E+00
  0.65162046E+00 -0.19941313E+02  0.81748029E+00
  0.66751364E+00 -0.19921662E+02  0.81892311E+00
  0.68340682E+00 -0.19903082E+02  0.82037037E+00
  0.69930000E+00 -0.19885805E+02  0.82179546E+00
  0.71519318E+00 -0.19870082E+02  0.82316506E+00
  0.73108637E+00 -0.19856175E+02  0.82443939E+00
  0.74697955E+00 -0.19844347E+02  0.82557351E+00
  0.76287273E+00 -0.19834849E+02  0.82652008E+00
  0.77876591E+00 -0.19827906E+02  0.82723366E+00
  0.79465909E+00 -0.19823692E+02  0.82767607E+00
  0.81055228E+00 -0.19822322E+02  0.82782186E+00
  0.82636841E+00 -0.19823692E+02  0.82767607E+00
  0.84218454E+00 -0.19827906E+02  0.82723366E+00
  0.85800067E+00 -0.19834849E+02  0.82652008E+00
  0.87381680E+00 -0.19844347E+02  0.82557351E+00
  0.88963294E+00 -0.19856175E+02  0.82443939E+00
  0.90544907E+00 -0.19870082E+02  0.82316506E+00
  0.92126520E+00 -0.19885805E+02  0.82179546E+00
  0.93708133E+00 -0.19903082E+02  0.82037037E+00
  0.95289747E+00 -0.19921662E+02  0.81892311E+00
  0.96871360E+00 -0.19941313E+02  0.81748030E+00
  0.98452973E+00 -0.19961822E+02  0.81606235E+00
  0.10003459E+01 -0.19982997E+02  0.81468424E+00
  0.10161620E+01 -0.20004668E+02  0.81335644E+00
  0.10319781E+01 -0.20026683E+02  0.81208571E+00
  0.10477943E+01 -0.20048907E+02  0.81087595E+00
  0.10636104E+01 -0.20071223E+02  0.80972872E+00
  0.10794265E+01 -0.20093527E+02  0.80864387E+00
  0.10952427E+01 -0.20115726E+02  0.80761984E+00
  0.11110588E+01 -0.20137739E+02  0.80665409E+00
  0.11268749E+01 -0.20159494E+02  0.80574333E+00
  0.11426911E+01 -0.20180928E+02  0.80488372E+00
  0.11585072E+01 -0.20201985E+02  0.80407111E+00
  0.11743233E+01 -0.20222615E+02  0.80330116E+00
  0.11901394E+01 -0.20242774E+02  0.80256947E+00
  0.12059556E+01 -0.20262422E+02  0.80187175E+00
  0.12217717E+01 -0.20281526E+02  0.80120387E+00
  0.12375878E+01 -0.20300055E+02  0.80056200E+00
  0.12534040E+01 -0.20317981E+02  0.79994264E+00
  0.12692201E+01 -0.20335281E+02  0.79934275E+00
  0.12850362E+01 -0.20351933E+02  0.79875974E+00
  0.13008524E+01 -0.20367919E+02  0.79819158E+00
  0.13166685E+01 -0.20383220E+02  0.79763677E+00
  0.13324846E+01 -0.20397823E+02  0.79709438E+00
