  0.00000000E+00 -0.20529662E+02  0.36633864E-04
  0.15893182E-01 -0.20529209E+02  0.36597944E-04
  0.31786364E-01 -0.20527924E+02  0.36510248E-04
  0.47679546E-01 -0.20525809E+02  0.36371093E-04
  0.63572728E-01 -0.20522865E+02  0.36181119E-04
  0.79465909E-01 -0.20519097E+02  0.35941290E-04
  0.95359091E-01 -0.20514508E+02  0.35652872E-04
  0.11125227E+00 -0.20509105E+02  0.35317418E-04
  0.12714546E+00 -0.20502892E+02  0.34936737E-04
  0.14303864E+00 -0.20495876E+02  0.34512871E-04
  0.15893182E+00 -0.20488062E+02  0.34048061E-04
  0.17482500E+00 -0.20479459E+02  0.33544712E-04
  0.19071818E+00 -0.20470074E+02  0.33005355E-04
  0.20661136E+00 -0.20459914E+02  0.32432614E-04
  0.22250455E+00 -0.20448989E+02  0.31829164E-04
  0.23839773E+00 -0.20437307E+02  0.31197696E-04
  0.25429091E+00 -0.20424879E+02  0.30540880E-04
  0.27018409E+00 -0.20411714E+02  0.29861331E-04
  0.28607727E+00 -0.20397823E+02  0.29161570E-04
  0.30197046E+00 -0.20383220E+02  0.28443999E-04
  0.31786364E+00 -0.20367918E+02  0.27710863E-04
  0.33375682E+00 -0.20351933E+02  0.26964224E-04
  0.34965000E+00 -0.20335281E+02  0.26205928E-04
  0.36554318E+00 -0.20317981E+02  0.25437582E-04
  0.38143637E+00 -0.20300054E+02  0.24660518E-04
  0.39732955E+00 -0.20281526E+02  0.23875774E-04
  0.41322273E+00 -0.20262422E+02  0.23084060E-04
  0.42911591E+00 -0.20242773E+02  0.22285732E-04
  0.44500909E+00 -0.20222615E+02  0.21480766E-04
  0.46090227E+00 -0.20201985E+02  0.20668733E-04
  0.47679546E+00 -0.20180928E+02  0.19848776E-04
  0.49268864E+00 -0.20159494E+02  0.19019596E-04
  0.50858182E+00 -0.20137739E+02  0.18179443E-04
  0.52447500E+00 -0.20115726E+02  0.17326132E-04
  0.54036818E+00 -0.20093527E+02  0.16457078E-04
  0.55626137E+00 -0.20071223E+02  0.15569378E-04
  0.57215455E+00 -0.20048907E+02  0.14659949E-04
  0.58804773E+00 -0.20026683E+02  0.13725756E-04
  0.60394091E+00 -0.20004668E+02  0.12764148E-04
  0.61983409E+00 -0.19982997E+02  0.11773351E-04
  0.63572728E+00 -0.19961822E+02  0.10753155E-04
  0.65162046E+00 -0.19941313E+02  0.97058090E-05
  0.66751364E+00 -0.19921662E+02  0.86371497E-05
  0.68340682E+00 -0.19903082E+02  0.75578938E-05
  0.69930000E+00 -0.19885805E+02  0.64849665E-05
  0.71519318E+00 -0.19870082E+02  0.54425826E-05
