  0.00000000E+00 -0.20529662E+02  0.15261044E+00
  0.15893182E-01 -0.20529209E+02  0.15258845E+00
  0.31786364E-01 -0.20527924E+02  0.15253398E+00
  0.47679546E-01 -0.20525809E+02  0.15244805E+00
  0.63572728E-01 -0.20522865E+02  0.15233222E+00
  0.79465909E-01 -0.20519097E+02  0.15218856E+00
  0.95359091E-01 -0.20514508E+02  0.15201961E+00
  0.11125227E+00 -0.20509105E+02  0.15182828E+00
  0.12714546E+00 -0.20502892E+02  0.15161778E+00
  0.14303864E+00 -0.20495876E+02  0.15139158E+00
  0.15893182E+00 -0.20488062E+02  0.15115325E+00
  0.17482500E+00 -0.20479459E+02  0.15090643E+00
  0.19071818E+00 -0.20470074E+02  0.15065470E+00
  0.20661136E+00 -0.20459914E+02  0.15040154E+00
  0.22250455E+00 -0.20448989E+02  0.15015020E+00
  0.23839773E+00 -0.20437307E+02  0.14990366E+00
  0.25429091E+00 -0.20424879E+02  0.14966455E+00
  0.27018409E+00 -0.20411714E+02  0.14943515E+00
  0.28607727E+00 -0.20397823E+02  0.14921728E+00
  0.30197046E+00 -0.20383220E+02  0.14901236E+00
  0.31786364E+00 -0.20367918E+02  0.14882137E+00
  0.33375682E+00 -0.20351933E+02  0.14864485E+00
  0.34965000E+00 -0.20335281E+02  0.14848299E+00
  0.36554318E+00 -0.20317981E+02  0.14833561E+00
  0.38143637E+00 -0.20300054E+02  0.14820226E+00
  0.39732955E+00 -0.20281526E+02  0.14808230E+00
  0.41322273E+00 -0.20262422E+02  0.14797496E+00
  0.42911591E+00 -0.20242773E+02  0.14787945E+00
  0.44500909E+00 -0.20222615E+02  0.14779507E+00
  0.46090227E+00 -0.20201985E+02  0.14772131E+00
  0.47679546E+00 -0.20180928E+02  0.14765796E+00
  0.49268864E+00 -0.20159494E+02  0.14760520E+00
  0.50858182E+00 -0.20137739E+02  0.14756370E+00
  0.52447500E+00 -0.20115726E+02  0.14753469E+00
  0.54036818E+00 -0.20093527E+02  0.14752004E+00
  0.55626137E+00 -0.20071223E+02  0.14752221E+00
  0.57215455E+00 -0.20048907E+02  0.14754430E+00
  0.58804773E+00 -0.20026683E+02  0.14758988E+00
  0.60394091E+00 -0.20004668E+02  0.14766286E+00
  0.61983409E+00 -0.19982997E+02  0.14776715E+00
  0.63572728E+00 -0.19961822E+02  0.14790630E+00
  0.65162046E+00 -0.19941313E+02  0.14808287E+00
  0.66751364E+00 -0.19921662E+02  0.14829773E+00
  0.68340682E+00 -0.19903082E+02  0.14854919E+00
  0.69930000E+00 -0.19885805E+02  0.14883211E+00
  0.71519318E+00 -0.19870082E+02  0.14913706E+00
  0.73108637E+00 -0.19856175E+02  0.14944990E+00
  0.74697955E+00 -0.19844347E+02  0.14975203E+00
  0.76287273E+00 -0.19834849E+02  0.15002165E+00
  0.77876591E+00 -0.19827906E+02  0.15023617E+00
  0.79465909E+00 -0.19823692E+02  0.15037553E+00
  0.81055228E+00 -0.19822322E+02  0.15042573E+00
  0.82636841E+00 -0.19823692E+02  0.15037553E+00
  0.84218454E+00 -0.19827906E+02  0.15023617E+00
  0.85800067E+00 -0.19834849E+02  0.15002165E+00
  0.87381680E+00 -0.19844347E+02  0.14975203E+00
  0.88963294E+00 -0.19856175E+02  0.14944990E+00
  0.90544907E+00 -0.19870082E+02  0.14913706E+00
  0.92126520E+00 -0.19885805E+02  0.14883211E+00
  0.93708133E+00 -0.19903082E+02  0.14854919E+00
